Time,AIBL,AIBR,ALML,ALMR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVM,DA01,DA02,DA03,DA04,DA05,DA06,DA07,DA08,DA09,DB01,DB02,DB03,DB04,DB05,DB06,DB07,PVCL,PVCR,RIML,RIMR,RIVL,RIVR,SMDDL,SMDDR,SMDVL,SMDVR,VA01,VA02,VA03,VA04,VA05,VA06,VA07,VA08,VA09,VA10,VA11,VA12,VB01,VB02,VB03,VB04,VB05,VB06,VB07,VB08,VB09,VB10,VB11,DD01,DD02,DD03,DD04,DD05,DD06,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,MDL01,MDL02,MDL03,MDL04,MDL05,MDL06,MDL07,MDL08,MDL09,MDL10,MDL11,MDL12,MDL13,MDL14,MDL15,MDL16,MDL17,MDL18,MDL19,MDL20,MDL21,MDL22,MDL23,MDL24,MDR01,MDR02,MDR03,MDR04,MDR05,MDR06,MDR07,MDR08,MDR09,MDR10,MDR11,MDR12,MDR13,MDR14,MDR15,MDR16,MDR17,MDR18,MDR19,MDR20,MDR21,MDR22,MDR23,MDR24,MVL01,MVL02,MVL03,MVL04,MVL05,MVL06,MVL07,MVL08,MVL09,MVL10,MVL11,MVL12,MVL13,MVL14,MVL15,MVL16,MVL17,MVL18,MVL19,MVL20,MVL21,MVL22,MVL23,MVR01,MVR02,MVR03,MVR04,MVR05,MVR06,MVR07,MVR08,MVR09,MVR10,MVR11,MVR12,MVR13,MVR14,MVR15,MVR16,MVR17,MVR18,MVR19,MVR20,MVR21,MVR22,MVR23,MVR24
448,1.0,0.2810429995958603,0.8066085343153261,0.8066085343153261,0.3597644470113178,1.0,1.0,1.0,0.12036316475592163,0.9129761418240965,0.5463513689963504,1.0,0.9700360945096276,1.0,1.0,1.0,0.49547044759264314,0.28556783095560123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9152756808667271,1.0,0.16514162300308466,0.1679977224017934,0.18864887619867576,0.789334110884502,1.0,1.0,0.0,-1.0,1.0,1.0,0.6239317610844588,-0.29186183120132864,1.0,1.0,0.845308141987713,0.6004217559111641,1.0,0.7521164900905386,0.929749256607886,0.9152756808667271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9831353223738244,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.009713323739146459,-0.1384455460741247,-1.0,-1.0,-0.9752977125970467,-0.9831353223738244,-0.9831353223738244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825670315412007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825670315412007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
449,1.0,0.34642602852143833,0.792789067515062,0.792789067515062,0.41004126235136473,1.0,1.0,1.0,0.1688597802530047,0.9120631656822724,0.5359430302413226,1.0,0.9874334667917785,1.0,1.0,1.0,0.5168484920163615,0.3069803162779973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9365848434930899,1.0,0.2148695348917089,0.2146534955258806,0.25506255016573864,0.8106639380500714,1.0,1.0,0.0,-1.0,1.0,1.0,0.6433444771577409,-0.308988655459495,1.0,1.0,0.866628784913635,0.6217825798855436,1.0,0.7699261413285051,0.9441481806081755,0.9365848434930899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9821521870514506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019432006212075748,-0.11457705721830845,-1.0,-1.0,-0.9743224148844496,-0.9821521870514506,-0.9821521870514506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8132149906423979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8132149906423979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
450,1.0,0.4101348648209885,0.77915397658386,0.77915397658386,0.45916104286288756,1.0,1.0,1.0,0.21384223448423373,0.9111511025165902,0.5274517461660331,1.0,1.0,1.0,1.0,1.0,0.5413259907861407,0.3323284463829559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593210795925106,1.0,0.26462926555324817,0.26208803521588037,0.3202685610580006,0.8339225529505997,1.0,1.0,0.0,-1.0,1.0,1.0,0.665972840168843,-0.32272817091349254,1.0,1.0,0.8896552314581155,0.6458247629877333,1.0,0.789779634584309,0.9597524197677635,0.9593210795925106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9811700348643991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.048050852602471585,-0.09073855121160772,-1.0,-1.0,-0.9733480924695651,-0.9811700348643991,-0.9811700348643991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8054361161320779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8054361161320779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
451,1.0,0.4722247007415681,0.7657897110863847,0.7657897110863847,0.5073377497331876,1.0,1.0,1.0,0.25568145514214113,0.9102399514140735,0.5206656812041042,1.0,1.0,1.0,1.0,1.0,0.5686484521612882,0.36129579990371385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833537566764369,1.0,0.3144313442546877,0.31028772920909914,0.3842726932714089,0.8589421653218924,1.0,1.0,0.0,-1.0,1.0,1.0,0.6914453035349485,-0.33331098205376003,1.0,1.0,0.9142362059239121,0.6723247782900755,1.0,0.8115249110674094,0.9764865837547035,0.9833537566764369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9801888648295347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07625042043759643,-0.06679224279419513,-1.0,-1.0,-0.9723747443770956,-0.9801888648295347,-0.9801888648295347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802021096315354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802021096315354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
452,1.0,0.5327480583355334,0.7527677198811843,0.7527677198811843,0.5547387194465325,1.0,1.0,1.0,0.29470826905030234,0.9093297114626595,0.5153976084855393,1.0,1.0,1.0,1.0,1.0,0.5985921935788281,0.3936034890819432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36428853143240536,0.3592415722916373,0.44708227593928596,0.8855763798744671,1.0,1.0,0.0,-1.0,1.0,1.0,0.7192319242846552,-0.3409452344823589,1.0,1.0,0.9402400344069697,0.7010865458272708,1.0,0.8350283820932376,0.9942838587429041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9792086759647052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10412742124559259,-0.04261751100719721,-1.0,-1.0,-0.9714023696327185,-0.9792086759647052,-0.9792086759647052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026331805227165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026331805227165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
453,1.0,0.5917549642589033,0.7401464465915208,0.7401464465915208,0.6014968148363532,1.0,1.0,1.0,0.33121790817729085,0.9084203817511969,0.5114820680858067,1.0,1.0,1.0,1.0,1.0,0.6309588849935189,0.42900358308341735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4142150878705162,0.4089403442113609,0.5087060151442335,0.9136963076676612,1.0,1.0,0.0,-1.0,1.0,1.0,0.7491565001046276,-0.345820091551432,1.0,1.0,0.9675510548436883,0.73193653594857,1.0,0.8601717099781082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9782294672887405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13176918001159432,-0.01810879247294765,-1.0,-1.0,-0.9704309672630859,-0.9782294672887405,-0.9782294672887405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068930650082463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068930650082463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
454,1.0,0.6492931114603051,0.7279730812196437,0.7279730812196437,0.6476573384850914,1.0,1.0,1.0,0.36547400166882965,0.9075119613694457,0.5087728536625322,1.0,1.0,1.0,1.0,1.0,0.6655713830952122,0.4672740818297984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46422623647165456,0.4592383148326172,0.5691538405138411,0.9431876048667917,1.0,1.0,0.0,-1.0,1.0,1.0,0.7810617797120181,-0.3481084261404913,1.0,1.0,0.9960668852042354,0.7647200337279194,1.0,0.8868493339326214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999054396236474,-1.0,-0.9772512378214517,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15838228516433633,0.006826203275046568,-1.0,-1.0,-0.9694605362958227,-0.9772512378214517,-0.9772512378214517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8145107200451408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8145107200451408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
455,1.0,0.7054080087886756,0.7162850967605685,0.7162850967605685,0.6933576866021449,1.0,1.0,1.0,0.3977121129499726,0.9066044494080763,0.5071407895350314,1.0,1.0,1.0,1.0,1.0,0.7022653540977807,0.5082088375049878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51433151572801,0.5100635566209654,0.6284367650296454,0.9739444773276907,1.0,1.0,0.0,-1.0,1.0,1.0,0.8148019293330869,-0.3479720294830717,1.0,1.0,1.0,0.7992936123941773,1.0,0.9149622856058254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.998568952039089,-1.0,-0.9762739865836303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1836381219542885,0.03227117451607238,-1.0,-1.0,-0.9684910757595269,-0.9762739865836303,-0.9762739865836303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8252447750221279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8252447750221279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
456,1.0,0.7601431194661943,0.7051115963025311,0.7051115963025311,0.7385459205283433,1.0,1.0,1.0,0.42814287414302715,0.9056978449586682,0.50647176464642,1.0,1.0,1.0,1.0,1.0,0.7408962949223059,0.5516259554524479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5645393250128746,0.5614097634126334,0.686566756972756,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.8502488574322603,-0.3455575716493278,1.0,1.0,1.0,0.8355314646572352,1.0,0.9444229002484018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9960283767592919,-1.0,-0.9752977125970467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20760591106795312,0.05833719858817141,-1.0,-1.0,-0.9675225846837673,-0.9752977125970467,-0.9752977125970467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838881726570991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838881726570991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
457,1.0,0.8135399892977373,0.694474493123423,0.694474493123423,0.783300238396716,1.0,1.0,1.0,0.4569547640263748,0.9047921471137096,0.5066649937259289,1.0,1.0,1.0,1.0,1.0,0.7813227439252969,0.5973476237772074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6148565937304477,0.6132679593138506,0.7435566230160187,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.8872771097428408,-0.34100683946879495,1.0,1.0,1.0,0.873310303999342,1.0,0.975145979624766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9923140696151594,-1.0,-0.9743224148844496,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23035134293682086,0.08512258225142505,-1.0,-1.0,-0.9665550620990835,-0.9743224148844496,-0.9743224148844496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8552312798888373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8552312798888373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458,1.0,0.8656383654189531,0.6843895436604249,0.6843895436604249,0.8276711812319865,1.0,1.0,1.0,0.4843165704336226,0.9038873549665959,0.5076314793988427,1.0,1.0,1.0,1.0,1.0,0.8234169705181664,0.6452129188042415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6652907557068309,0.665630072752712,0.7994199015521263,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.9257734950257097,-0.3344504787360506,1.0,1.0,1.0,0.9125189963751291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.987449922952215,-1.0,-0.9733480924695651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25193675778037633,0.11271392687774813,-1.0,-1.0,-0.9655885070369844,-0.9733480924695651,-0.9733480924695651,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8741154683871385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8741154683871385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
459,1.0,0.9164763063213897,0.6748672509036854,0.6748672509036854,0.8716565382639956,1.0,1.0,1.0,0.510379573281392,0.9029834676116293,0.5092926520249629,1.0,1.0,1.0,1.0,1.0,0.8670619701244056,0.6950741780684238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7158493327521481,0.718339832119661,0.8541707654202664,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.9656343853717975,-0.3260099452589127,1.0,1.0,1.0,0.9530558661523966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9814542805377646,-1.0,-0.9723747443770956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2724213164669104,0.14071718584190915,-1.0,-1.0,-0.9646229185299474,-0.9723747443770956,-0.9723747443770956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953699210873015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953699210873015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
460,1.0,0.9660902838345055,0.6659136537088456,0.6659136537088456,0.9149803038088812,1.0,1.0,1.0,0.5352794802465374,0.9020804841440176,0.5115791667294642,1.0,1.0,1.0,1.0,1.0,0.9121465211700605,0.7467910488133337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.766533418605837,0.7708493920240884,0.9078239332612125,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-0.3158006111375084,1.0,1.0,1.0,0.9948242573484241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9743642529382431,-1.0,-0.9714023696327185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29186116266043133,0.1674921333460463,-1.0,-1.0,-0.9636582956114175,-0.9714023696327185,-0.9714023696327185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9188427004141814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9188427004141814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
461,1.0,1.0,0.6575310157061677,0.6575310157061677,0.9576985030770876,1.0,1.0,1.0,0.5591381434269104,0.9011784036598737,0.5144298394629602,1.0,1.0,1.0,1.0,1.0,0.9585420739077941,0.8002027357047418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8173187340087716,0.8231548551996682,0.9603945887927076,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-0.30394576477905144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9662970693710904,-1.0,-0.9704309672630859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3103095766980827,0.19313789278078983,-1.0,-1.0,-0.9626946373158061,-0.9704309672630859,-0.9704309672630859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942531789875356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942531789875356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
462,1.0,1.0,0.6497184258783011,0.6497184258783011,0.9994165163327506,1.0,1.0,1.0,0.582065082058434,0.9002772252562138,0.517790706026349,1.0,1.0,1.0,1.0,1.0,1.0,0.8551622464915087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8681829499754975,0.8752533585604289,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-0.29055960562146543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9573590241941252,-1.0,-0.9694605362958227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3278171216198138,0.21774462460326652,-1.0,-1.0,-0.9617319426784903,-0.9694605362958227,-0.9694605362958227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957638477680093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957638477680093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
