Cmem,7.24E-11
gKS,435.84
gKF,399.994
gCa,220.209
gL,19.3181
VKS,-0.0643461
VKF,-0.0549998
Vca,0.04911
VL,-0.0193103
Vhalf_n,0.0198741
Vhalf_p,-0.00805232
Vhalf_q,-0.0156456
Vhalf_e,-0.0033568
Vhalf_f,0.0251815
Cahalf_h,64.1889
k_n,0.0158512
k_p,0.00742636
k_q,-0.00997468
k_e,0.00674821
k_f,-0.00503176
k_h,-10.0056
T_n,0.0250007
T_p,0.00225518
T_q,0.149963
T_e,0.000100027
T_f,0.15088
T_Ca,0.0115943
alphaCa,0.282473
thiCa,3807.59
Vmin,-7.00E-02
Vmax,4.00E-02
